DC.identifier,DC.source,DC.date,DC.title,DC.publisher,filename_html,filename,n_tokens
1496156,https://www.berlin.de/ba-reinickendorf/aktuelles/pressemitteilungen/2024/pressemitteilung.1496156.php,21.10.2024,Unterstützung in der digitalen Welt – Das „Digital-Zebra“ in Reinickendorf,Bezirksamt Reinickendorf,1496156.html,1496156.txt,781
1496151,https://www.berlin.de/ba-reinickendorf/aktuelles/pressemitteilungen/2024/pressemitteilung.1496151.php,21.10.2024,Winterspielplätze in Reinickendorf öffnen wieder für Familien,Bezirksamt Reinickendorf,1496151.html,1496151.txt,732
1496106,https://www.berlin.de/sen/uvk/presse/pressemitteilungen/2024/pressemitteilung.1496106.php,21.10.2024,Tarifangebot für Azubis soll besser werden,"Senatsverwaltung für Mobilität, Verkehr, Klimaschutz und Umwelt",1496106.html,1496106.txt,3869
1496104,https://www.berlin.de/ba-reinickendorf/aktuelles/pressemitteilungen/2024/pressemitteilung.1496104.php,21.10.2024,Bürgermeisterin im Austausch mit Unternehmerinnen beim „Reinickendorfer Ladies Lunch“,Bezirksamt Reinickendorf,1496104.html,1496104.txt,726
1496103,https://www.berlin.de/ba-spandau/aktuelles/pressemitteilungen/2024/pressemitteilung.1496103.php,21.10.2024,Anmeldetermine zum Einbürgerungstest an der VHS – jetzt online buchbar,Bezirksamt Spandau,1496103.html,1496103.txt,565
1496044,https://www.berlin.de/ba-tempelhof-schoeneberg/aktuelles/pressemitteilungen/2024/pressemitteilung.1496044.php,21.10.2024,Engagieren Sie sich als stimmberechtigtes Mitglied im Ausschuss für Partizipation und Integration der Bezirksverordnetenversammlung (BVV) Tempelhof-Schöneberg,Bezirksamt Tempelhof-Schöneberg,1496044.html,1496044.txt,1003
1496054,https://www.berlin.de/ba-reinickendorf/aktuelles/pressemitteilungen/2024/pressemitteilung.1496054.php,21.10.2024,Neues kostenloses Kreativangebot im Museum Reinickendorf – „Slow Stitch“,Bezirksamt Reinickendorf,1496054.html,1496054.txt,737
1496017,https://www.berlin.de/ba-steglitz-zehlendorf/aktuelles/pressemitteilungen/2024/pressemitteilung.1496017.php,21.10.2024,Vortrag am 30.10.2024: „Die Geschichte der Familie Chotzen“ in der Gottfried-Benn-Bibliothek,Bezirksamt Steglitz-Zehlendorf,1496017.html,1496017.txt,842
1495836,https://www.berlin.de/wahlen/pressemitteilungen/2024/pressemitteilung.1495836.php,21.10.2024,Einreichung von Wahlvorschlägen zur Bundestagswahl am 28. September 2025 in Berlin,Landeswahlleitung,1495836.html,1495836.txt,483
1495962,https://www.berlin.de/ba-marzahn-hellersdorf/aktuelles/pressemitteilungen/2024/pressemitteilung.1495962.php,21.10.2024,Frauenzentrum Matilde im November 2024,Bezirksamt Marzahn-Hellersdorf,1495962.html,1495962.txt,1147
1495905,https://www.berlin.de/ba-tempelhof-schoeneberg/aktuelles/pressemitteilungen/2024/pressemitteilung.1495905.php,21.10.2024,Bezirksbürgermeister im Dialog mit lokalen Unternehmern,Bezirksamt Tempelhof-Schöneberg,1495905.html,1495905.txt,937
1495875,https://www.berlin.de/ba-treptow-koepenick/aktuelles/pressemitteilungen/2024/pressemitteilung.1495875.php,21.10.2024,Aktuell keine Bewilligung von Zuwendungen ab 1. Januar 2025,Bezirksamt Treptow-Köpenick,1495875.html,1495875.txt,871
1495888,https://www.berlin.de/ba-marzahn-hellersdorf/aktuelles/pressemitteilungen/2024/pressemitteilung.1495888.php,21.10.2024,Informationen für Eltern und ihre Kinder zum Wechsel an die Oberschule,Bezirksamt Marzahn-Hellersdorf,1495888.html,1495888.txt,766
1495781,https://www.berlin.de/ba-marzahn-hellersdorf/aktuelles/pressemitteilungen/2024/pressemitteilung.1495781.php,21.10.2024,Laternenumzug in Kaulsdorf,Bezirksamt Marzahn-Hellersdorf,1495781.html,1495781.txt,584
1495856,https://www.berlin.de/ba-mitte/aktuelles/pressemitteilungen/2024/pressemitteilung.1495856.php,21.10.2024,Einladung zur Auftaktveranstaltung: Integriertes Städtebauliches Entwicklungskonzept (ISEK) Potsdamer Straße und Umgebung,Bezirksamt Mitte,1495856.html,1495856.txt,1219
1495850,https://www.berlin.de/sen/bjf/service/presse/pressearchiv-2024/pressemitteilung.1495850.php,21.10.2024,Richtigstellung zur Berichterstattung über die Finanzierung von Klassenfahrten durch das Bildungs- und Teilhabepaket (BuT),"Senatsverwaltung für Bildung, Jugend und Familie",1495850.html,1495850.txt,567
1495845,https://www.berlin.de/ba-friedrichshain-kreuzberg/aktuelles/pressemitteilungen/2024/pressemitteilung.1495845.php,21.10.2024,Winterlicher Flohmarkt des Bezirksamtes zugunsten von Menschen ohne festen Wohnsitz,Bezirksamt Friedrichshain-Kreuzberg,1495845.html,1495845.txt,1367
1495835,https://www.berlin.de/ba-tempelhof-schoeneberg/aktuelles/pressemitteilungen/2024/pressemitteilung.1495835.php,21.10.2024,Einladung zur Auftaktveranstaltung: Integriertes Städtebauliches Entwicklungskonzept (ISEK) Potsdamer Straße und Umgebung,Bezirksamt Tempelhof-Schöneberg,1495835.html,1495835.txt,1228
1495799,https://www.berlin.de/ba-mitte/aktuelles/pressemitteilungen/2024/pressemitteilung.1495799.php,21.10.2024,Berliner Projektfonds Kulturelle Bildung 2025 für den Bezirk Berlin-Mitte ausgeschrieben,Bezirksamt Mitte,1495799.html,1495799.txt,1055
1495792,https://www.berlin.de/ba-mitte/aktuelles/pressemitteilungen/2024/pressemitteilung.1495792.php,21.10.2024,Bezirkskulturfonds für den Bezirk Berlin-Mitte ausgeschrieben,Bezirksamt Mitte,1495792.html,1495792.txt,1070
1495784,https://www.berlin.de/ba-treptow-koepenick/aktuelles/pressemitteilungen/2024/pressemitteilung.1495784.php,21.10.2024,Öffentliche Veranstaltung zum Innenentwicklungskonzept (IEK) Plänterwald am 24. Oktober 2024,Bezirksamt Treptow-Köpenick,1495784.html,1495784.txt,1048
1495775,https://www.berlin.de/ba-treptow-koepenick/aktuelles/pressemitteilungen/2024/pressemitteilung.1495775.php,21.10.2024,Vollsperrung der Bahnhofstraße in Köpenick: Anpassungen im öffentlichen Nahverkehr und Straßensperrung vom 23.10. bis 04.11.2024,Bezirksamt Treptow-Köpenick,1495775.html,1495775.txt,934
1495714,https://www.berlin.de/ba-steglitz-zehlendorf/aktuelles/pressemitteilungen/2024/pressemitteilung.1495714.php,21.10.2024,Kursangebot: Spanisch lernen im Hans-Rosenhal-Haus - ab sofort montags oder mittwochs,Bezirksamt Steglitz-Zehlendorf,1495714.html,1495714.txt,779
1493575,https://www.berlin.de/ba-marzahn-hellersdorf/aktuelles/pressemitteilungen/2024/pressemitteilung.1493575.php,21.10.2024,Live bei Kleist präsentiert: Kristina Hauff liest aus ihrem Roman „In blaukalter Tiefe“,Bezirksamt Marzahn-Hellersdorf,1493575.html,1493575.txt,756
1491767,https://www.berlin.de/ba-marzahn-hellersdorf/aktuelles/pressemitteilungen/2024/pressemitteilung.1491767.php,21.10.2024,"Guten Abend, du Schöne: Sechzehn Porträts von Karin Raphael",Bezirksamt Marzahn-Hellersdorf,1491767.html,1491767.txt,626
1488483,https://www.berlin.de/ba-marzahn-hellersdorf/aktuelles/pressemitteilungen/2024/pressemitteilung.1488483.php,20.10.2024,"""Different Trains"" - Franz-Trio und Rodrigo Bauzá spielen Korngold und Reich Kammermusik für Streichquartett",Bezirksamt Marzahn-Hellersdorf,1488483.html,1488483.txt,744
1495709,https://www.berlin.de/ba-steglitz-zehlendorf/aktuelles/pressemitteilungen/2024/pressemitteilung.1495709.php,18.10.2024,Kursangebote: Yoga-Stretching-Pilates mit Musik 50+ ab sofort im Hans-Söhnker-Haus,Bezirksamt Steglitz-Zehlendorf,1495709.html,1495709.txt,926
1495705,https://www.berlin.de/ba-reinickendorf/aktuelles/pressemitteilungen/2024/pressemitteilung.1495705.php,18.10.2024,Neues Stadtteilzentrum Borsigwalde eröffnet,Bezirksamt Reinickendorf,1495705.html,1495705.txt,754
1495689,https://www.berlin.de/ba-reinickendorf/aktuelles/pressemitteilungen/2024/pressemitteilung.1495689.php,18.10.2024,Mobiles Bürgeramt des Bezirks Reinickendorf bei der SCCON 2024,Bezirksamt Reinickendorf,1495689.html,1495689.txt,741
1495672,https://www.berlin.de/ba-reinickendorf/aktuelles/pressemitteilungen/2024/pressemitteilung.1495672.php,18.10.2024,Übergabe der Sondermittel-Plakette an den Wassersport-Club Havel,Bezirksamt Reinickendorf,1495672.html,1495672.txt,550
1495662,https://www.berlin.de/ba-tempelhof-schoeneberg/aktuelles/pressemitteilungen/2024/pressemitteilung.1495662.php,18.10.2024,Große Krokuspflanzaktion vor der Apostel-Paulus-Kirche,Bezirksamt Tempelhof-Schöneberg,1495662.html,1495662.txt,827
1495667,https://www.berlin.de/ba-reinickendorf/aktuelles/pressemitteilungen/2024/pressemitteilung.1495667.php,18.10.2024,Übergabe der Sondermittel-Plakette an den Heiligenseer Kanu-Club,Bezirksamt Reinickendorf,1495667.html,1495667.txt,552
1495652,https://www.berlin.de/ba-reinickendorf/aktuelles/pressemitteilungen/2024/pressemitteilung.1495652.php,18.10.2024,Blind durch Reinickendorf,Bezirksamt Reinickendorf,1495652.html,1495652.txt,771
1495647,https://www.berlin.de/ba-lichtenberg/aktuelles/pressemitteilungen/2024/pressemitteilung.1495647.php,18.10.2024,Jetzt mitmachen: Machbarkeitsstudie zur Fahrradstraße Hentigstraße – Cäsarstraße – Römerweg,Bezirksamt Lichtenberg,1495647.html,1495647.txt,824
1495636,https://www.berlin.de/ba-reinickendorf/aktuelles/pressemitteilungen/2024/pressemitteilung.1495636.php,18.10.2024,Gedenken an die Opfer der Novemberpogrome von 1938 und an die Tragödie von Lidice,Bezirksamt Reinickendorf,1495636.html,1495636.txt,609
1495618,https://www.berlin.de/rbmskzl/aktuelles/pressemitteilungen/2024/pressemitteilung.1495618.php,18.10.2024,Zweite Digitalministerkonferenz: Wichtige Impulse für die Digitalisierung in Deutschland,Presse- und Informationsamt des Landes Berlin,1495618.html,1495618.txt,1114
1495610,https://www.berlin.de/ba-mitte/aktuelles/pressemitteilungen/2024/pressemitteilung.1495610.php,18.10.2024,"Neue Koordinierungsstelle für Natur-, Umwelt-, Klima- und Nachhaltigkeitsbildung in Mitte",Bezirksamt Mitte,1495610.html,1495610.txt,1200
1495583,https://www.berlin.de/ba-spandau/aktuelles/pressemitteilungen/2024/pressemitteilung.1495583.php,18.10.2024,Errichtung einer Fahrradreparaturstation für Spandau,Bezirksamt Spandau,1495583.html,1495583.txt,668
1495569,https://www.berlin.de/ba-tempelhof-schoeneberg/aktuelles/pressemitteilungen/2024/pressemitteilung.1495569.php,18.10.2024,Das interkulturelle Frauenzentrum S.U.S.I. erhält den Integrationspreis 2024,Bezirksamt Tempelhof-Schöneberg,1495569.html,1495569.txt,840
1495547,https://www.berlin.de/ba-tempelhof-schoeneberg/aktuelles/pressemitteilungen/2024/pressemitteilung.1495547.php,18.10.2024,Traditioneller Weihnachtsmarkt auf dem Campus der Gustav-Heinemann-Oberschule in Marienfelde,Bezirksamt Tempelhof-Schöneberg,1495547.html,1495547.txt,795
1495553,https://www.berlin.de/sen/justv/presse/pressemitteilungen/2024/pressemitteilung.1495553.php,18.10.2024,Senatorin Badenberg: „Terrorismusbekämpfung funktioniert nicht mit Minimallösung“,Senatsverwaltung für Justiz und Verbraucherschutz,1495553.html,1495553.txt,423
1495535,https://www.berlin.de/ba-spandau/aktuelles/pressemitteilungen/2024/pressemitteilung.1495535.php,18.10.2024,Gedenkstunde zur Pogromnacht 1938,Bezirksamt Spandau,1495535.html,1495535.txt,727
1495468,https://www.berlin.de/ba-tempelhof-schoeneberg/aktuelles/pressemitteilungen/2024/pressemitteilung.1495468.php,18.10.2024,Einladung zur Abschlussveranstaltung: Ergebnispräsentation des Verkehrskonzepts für die Quartiere Schöneberger Linse und Rote Insel,Bezirksamt Tempelhof-Schöneberg,1495468.html,1495468.txt,1242
1495464,https://www.berlin.de/ba-lichtenberg/aktuelles/pressemitteilungen/2024/pressemitteilung.1495464.php,18.10.2024,Straßenbauarbeiten im Kreuzungsbereich Indira-Gandhi-Straße/Chopinstraße ab dem 21.10.2024,Bezirksamt Lichtenberg,1495464.html,1495464.txt,656
1495457,https://www.berlin.de/ba-lichtenberg/aktuelles/pressemitteilungen/2024/pressemitteilung.1495457.php,18.10.2024,Straßenbauarbeiten in der Rhinstraße mit einseitiger Vollsperrung ab dem 21.10.2024,Bezirksamt Lichtenberg,1495457.html,1495457.txt,668
1492771,https://www.berlin.de/ba-steglitz-zehlendorf/aktuelles/pressemitteilungen/2024/pressemitteilung.1492771.php,18.10.2024,„Tanznachmittag im Selerweg“ am 01.11.2024 im Hans-Söhnker-Haus,Bezirksamt Steglitz-Zehlendorf,1492771.html,1492771.txt,695
1491776,https://www.berlin.de/ba-steglitz-zehlendorf/aktuelles/pressemitteilungen/2024/pressemitteilung.1491776.php,18.10.2024,Einladung zu den nächsten Kiezkonferenzen – November 2024,Bezirksamt Steglitz-Zehlendorf,1491776.html,1491776.txt,1262
1495421,https://www.berlin.de/ba-mitte/aktuelles/pressemitteilungen/2024/pressemitteilung.1495421.php,18.10.2024,"Absage des Kiezgesprächs Osloer Straße am 14.11.2024, 18 – 20 Uhr",Bezirksamt Mitte,1495421.html,1495421.txt,794
1495651,https://www.berlin.de/rbmskzl/aktuelles/pressemitteilungen/2024/pressemitteilung.1495651.php,18.10.2024,Bündnis für Ausbildung appelliert an junge Berlinerinnen und Berliner,Presse- und Informationsamt des Landes Berlin,1495651.html,1495651.txt,1451
1494094,https://www.berlin.de/ba-steglitz-zehlendorf/aktuelles/pressemitteilungen/2024/pressemitteilung.1494094.php,18.10.2024,"Bürgersprechstunden der Bezirksbürgermeisterin, der Bezirksstadträtinnen und Bezirksstadträte im November 2024",Bezirksamt Steglitz-Zehlendorf,1494094.html,1494094.txt,819
1493759,https://www.berlin.de/ba-marzahn-hellersdorf/aktuelles/pressemitteilungen/2024/pressemitteilung.1493759.php,18.10.2024,Premierenlesung: Sandra Åslund: „Still ist die Nacht“,Bezirksamt Marzahn-Hellersdorf,1493759.html,1493759.txt,788
1495378,https://www.berlin.de/rbmskzl/aktuelles/pressemitteilungen/2024/pressemitteilung.1495378.php,17.10.2024,Wegner zum Versuch einer gewaltsamen Besetzung an der Freien Universität,Presse- und Informationsamt des Landes Berlin,1495378.html,1495378.txt,511
1495377,https://www.berlin.de/rbmskzl/aktuelles/pressemitteilungen/2024/pressemitteilung.1495377.php,17.10.2024,Pressekonferenz zur Digitalministerkonferenz entfällt,Presse- und Informationsamt des Landes Berlin,1495377.html,1495377.txt,446
1498075,https://www.berlin.de/ba-neukoelln/aktuelles/pressemitteilungen/2024/pressemitteilung.1498075.php,17.10.2024,Frauenbilder zwischen Realität und Projektion in der Galerie im Saalbau,Bezirksamt Neukölln,1498075.html,1498075.txt,966
1495356,https://www.berlin.de/ba-spandau/aktuelles/pressemitteilungen/2024/pressemitteilung.1495356.php,17.10.2024,Ordnungsamt Spandau bekommt E-Bike-Staffel,Bezirksamt Spandau,1495356.html,1495356.txt,599
1495339,https://www.berlin.de/sen/uvk/presse/pressemitteilungen/2024/pressemitteilung.1495339.php,17.10.2024,"Wie kann Inklusion in der Natur-, Umwelt-, Klima- und Nachhaltigkeitsbildung gelingen?","Senatsverwaltung für Mobilität, Verkehr, Klimaschutz und Umwelt",1495339.html,1495339.txt,3986
1495433,https://www.berlin.de/ba-neukoelln/aktuelles/pressemitteilungen/2024/pressemitteilung.1495433.php,17.10.2024,Eröffnung des ALBA Jugendclubs in der Gropiusstadt,Bezirksamt Neukölln,1495433.html,1495433.txt,1140
1495313,https://www.berlin.de/ba-reinickendorf/aktuelles/pressemitteilungen/2024/pressemitteilung.1495313.php,17.10.2024,Reinickendorfer Ausbildungsbuddy 2024 verliehen,Bezirksamt Reinickendorf,1495313.html,1495313.txt,1081
1494173,https://www.berlin.de/ba-treptow-koepenick/aktuelles/pressemitteilungen/2024/pressemitteilung.1494173.php,17.10.2024,Film und Gesprächsnachmittag zur homosexuellen Emanzipationsbewegung am 17. Oktober 2024,Bezirksamt Treptow-Köpenick,1494173.html,1494173.txt,880
1495275,https://www.berlin.de/sen/wgp/presse/2024/pressemitteilung.1495275.php,17.10.2024,"Statement der Senatorin für Wissenschaft, Gesundheit und Pflege, Dr. Ina Czyborra, zur heutigen Besetzung der FU Berlin","Senatsverwaltung für Wissenschaft, Gesundheit und Pflege",1495275.html,1495275.txt,676
1495293,https://www.berlin.de/ba-treptow-koepenick/aktuelles/pressemitteilungen/2024/pressemitteilung.1495293.php,17.10.2024,"Verschiebung der Bürgersprechstunde der Bezirksstadträtin für Stadtentwicklung, Straßen, Grünflächen und Umwelt im November",Bezirksamt Treptow-Köpenick,1495293.html,1495293.txt,819
1495284,https://www.berlin.de/ba-mitte/aktuelles/pressemitteilungen/2024/pressemitteilung.1495284.php,17.10.2024,Exkursion vom Umweltladen Mitte zum Tag der Allee: „Mehr als Straßenbegleitgrün“,Bezirksamt Mitte,1495284.html,1495284.txt,965
1495210,https://www.berlin.de/ba-steglitz-zehlendorf/aktuelles/pressemitteilungen/2024/pressemitteilung.1495210.php,17.10.2024,Kranzniederlegung am 09.11.2024 an der Spiegelwand in Steglitz,Bezirksamt Steglitz-Zehlendorf,1495210.html,1495210.txt,718
1495206,https://www.berlin.de/ba-lichtenberg/aktuelles/pressemitteilungen/2024/pressemitteilung.1495206.php,17.10.2024,Sprechstunde für Bürgerinnen und Bürger mit Bezirksstadträtin Dr. Catrin Gocksch,Bezirksamt Lichtenberg,1495206.html,1495206.txt,635
1495196,https://www.berlin.de/ba-charlottenburg-wilmersdorf/aktuelles/pressemitteilungen/2024/pressemitteilung.1495196.php,17.10.2024,Saisonstart für den öffentlichen Eislauf in der Eissporthalle Charlottenburg „PO9“,Bezirksamt Charlottenburg-Wilmersdorf,1495196.html,1495196.txt,1129
1495081,https://www.berlin.de/ba-mitte/aktuelles/pressemitteilungen/2024/pressemitteilung.1495081.php,17.10.2024,Vorschläge für die Sportlerehrung 2024 gesucht,Bezirksamt Mitte,1495081.html,1495081.txt,1028
1495058,https://www.berlin.de/ba-reinickendorf/aktuelles/pressemitteilungen/2024/pressemitteilung.1495058.php,17.10.2024,60 Jahre Märkisches Viertel: Bezirksbürgermeisterin besucht Fachtagung zur Zukunft der Großwohnsiedlung,Bezirksamt Reinickendorf,1495058.html,1495058.txt,735
1495027,https://www.berlin.de/ba-charlottenburg-wilmersdorf/aktuelles/pressemitteilungen/2024/pressemitteilung.1495027.php,17.10.2024,"„Berlin – Die Stadt, die mein Leben prägte“ – Lesung von Nitin Shankar in der Adolf-Reichwein-Bibliothek",Bezirksamt Charlottenburg-Wilmersdorf,1495027.html,1495027.txt,1202
1495017,https://www.berlin.de/sen/inneres/presse/pressemitteilungen/2024/pressemitteilung.1495017.php,17.10.2024,Lagebild Korruption Berlin 2023 veröffentlicht,Senatsverwaltung für Inneres und Sport,1495017.html,1495017.txt,909
1495011,https://www.berlin.de/sen/kultgz/aktuelles/pressemitteilungen/2024/pressemitteilung.1495011.php,17.10.2024,Berliner Projekt „Kieztreff Kamine und Wein“ mit dem Deutschen Nachbarschaftspreis ausgezeichnet,Senatsverwaltung für Kultur und Gesellschaftlichen Zusammenhalt,1495011.html,1495011.txt,521
1495006,https://www.berlin.de/ba-pankow/aktuelles/pressemitteilungen/2024/pressemitteilung.1495006.php,17.10.2024,„Wir sind da!“ – Ausstellung des Mädchen*treffs Berlin-Buch bis 31. Oktober im Rathaus Weißensee,Bezirksamt Pankow,1495006.html,1495006.txt,834
1494985,https://www.berlin.de/ba-marzahn-hellersdorf/aktuelles/pressemitteilungen/2024/pressemitteilung.1494985.php,17.10.2024,Neue Angebote in der Bibliothek Kaulsdorf,Bezirksamt Marzahn-Hellersdorf,1494985.html,1494985.txt,701
